venue_id,venue_name,venue_address,latitude,longitude,forecast_available,day_int,day_text,day_mean,day_max,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
ven_73567267334c56344c53315249525f4a427156546237344a496843,Night Pharmacy,P8R3+43J Ez Zahra Tunisia,36.7403317,10.3026304,TRUE,2,Wednesday,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,35,25,35,30,30,25,30,20,20
ven_73567267334c56344c53315249525f4a427156546237344a496843,Night Pharmacy,P8R3+43J Ez Zahra Tunisia,36.7403317,10.3026304,TRUE,3,Thursday,16,72,0,0,0,0,0,0,0,0,0,0,0,0,0,55,70,55,40,30,15,15,20,25,25,15
ven_73567267334c56344c53315249525f4a427156546237344a496843,Night Pharmacy,P8R3+43J Ez Zahra Tunisia,36.7403317,10.3026304,TRUE,4,Friday,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,45,75,70,60,50,40,35,30,30,30,30
ven_73567267334c56344c53315249525f4a427156546237344a496843,Night Pharmacy,P8R3+43J Ez Zahra Tunisia,36.7403317,10.3026304,TRUE,5,Saturday,20,87,0,0,0,0,0,0,0,0,0,0,0,0,0,55,85,85,75,40,25,10,15,20,30,25
ven_73567267334c56344c53315249525f4a427156546237344a496843,Night Pharmacy,P8R3+43J Ez Zahra Tunisia,36.7403317,10.3026304,TRUE,6,Sunday,21,80,25,20,20,0,0,0,0,0,0,0,0,0,0,50,80,60,50,30,20,20,20,35,30,35
ven_774967702d677053785f725249525f4a56454d423256794a496843,Pharmacie de Nuit Olfa belhadj,P7MV+GQJ Boumhel El Bassatine Tunisia,36.7337289,10.2944952,TRUE,0,Monday,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,55,40,35,25,20,10,20,25,15
ven_774967702d677053785f725249525f4a56454d423256794a496843,Pharmacie de Nuit Olfa belhadj,P7MV+GQJ Boumhel El Bassatine Tunisia,36.7337289,10.2944952,TRUE,1,Tuesday,17,76,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,75,40,35,25,20,25,20,15,20
ven_774967702d677053785f725249525f4a56454d423256794a496843,Pharmacie de Nuit Olfa belhadj,P7MV+GQJ Boumhel El Bassatine Tunisia,36.7337289,10.2944952,TRUE,2,Wednesday,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,25,20,25,30,20,5,5,15,25
ven_774967702d677053785f725249525f4a56454d423256794a496843,Pharmacie de Nuit Olfa belhadj,P7MV+GQJ Boumhel El Bassatine Tunisia,36.7337289,10.2944952,TRUE,3,Thursday,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,85,100,95,75,55,40,25,10,5,40,55
ven_774967702d677053785f725249525f4a56454d423256794a496843,Pharmacie de Nuit Olfa belhadj,P7MV+GQJ Boumhel El Bassatine Tunisia,36.7337289,10.2944952,TRUE,4,Friday,19,76,0,0,0,0,0,0,0,0,0,0,0,0,0,40,65,75,60,50,35,30,25,35,20,25
ven_774967702d677053785f725249525f4a56454d423256794a496843,Pharmacie de Nuit Olfa belhadj,P7MV+GQJ Boumhel El Bassatine Tunisia,36.7337289,10.2944952,TRUE,5,Saturday,19,92,0,0,0,0,0,0,0,0,0,0,0,0,0,60,90,90,70,40,25,25,20,20,10,15
ven_774967702d677053785f725249525f4a56454d423256794a496843,Pharmacie de Nuit Olfa belhadj,P7MV+GQJ Boumhel El Bassatine Tunisia,36.7337289,10.2944952,TRUE,6,Sunday,15,57,10,15,20,0,0,0,0,0,0,0,0,0,0,40,55,50,35,25,20,10,20,20,15,25
ven_30346c622d696733325070524968344c375556567161484a496843,Pharmacie Myriam MIDOUN NAJJAR,"Ariana, Tunisia",36.867294,10.1842941,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_305457326e4258666570615249525f7a4946566157546c4a496843,Khabthani Pharmacy,"V556+CQ4, Ariana, Tunisia",36.8585137,10.1619382,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_3068424a584946366931595249525f316b4d63344e59524a496843,Naziha Cheikh Night Pharmacy,"Ariana, Tunisia",36.8563096,10.1785261,TRUE,0,Monday,17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,50,55,55,45,45,25,25,30,20
ven_3068424a584946366931595249525f316b4d63344e59524a496843,Naziha Cheikh Night Pharmacy,"Ariana, Tunisia",36.8563096,10.1785261,TRUE,1,Tuesday,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,90,85,55,40,25,15,15,25,15,10
ven_3068424a584946366931595249525f316b4d63344e59524a496843,Naziha Cheikh Night Pharmacy,"Ariana, Tunisia",36.8563096,10.1785261,TRUE,2,Wednesday,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80,60,55,40,40,50,50,40,25,20,30
ven_3068424a584946366931595249525f316b4d63344e59524a496843,Naziha Cheikh Night Pharmacy,"Ariana, Tunisia",36.8563096,10.1785261,TRUE,3,Thursday,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,90,100,60,40,25,25,20,15,50,60
ven_3068424a584946366931595249525f316b4d63344e59524a496843,Naziha Cheikh Night Pharmacy,"Ariana, Tunisia",36.8563096,10.1785261,TRUE,4,Friday,20,76,0,0,0,0,0,0,0,0,0,0,0,0,0,60,75,75,60,55,40,30,20,25,10,25
ven_3068424a584946366931595249525f316b4d63344e59524a496843,Naziha Cheikh Night Pharmacy,"Ariana, Tunisia",36.8563096,10.1785261,TRUE,5,Saturday,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,55,70,45,20,5,15,15,5,25
ven_3068424a584946366931595249525f316b4d63344e59524a496843,Naziha Cheikh Night Pharmacy,"Ariana, Tunisia",36.8563096,10.1785261,TRUE,6,Sunday,24,69,40,55,50,0,0,0,0,0,0,0,0,0,0,60,70,55,60,50,40,20,10,5,25,45
ven_3855383865516b474e725f5249525f316b7137594c61394a496843,Pharmacie - BOUDEN Taoufik,"Ahmed Khabtani احمد خبثاني، Ariana, Tunisia",36.8633287,10.1983645,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_413255486336585f6d56395249525f315964485f5137634a496843,Eden Pharma,"Magasin N°2, Immeuble La perle de l, 11 Av. Taieb Mhiri, Ariana 2080, Tunisia",36.8585708,10.193921,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_41496a776674355f46324b524968344c766a534a4779444a496843,Pharmacie Zeineb AMMAR ep. KRICHEN,"44 Av. Taieb Mhiri, Ariana, Tunisia",36.8589114,10.1973242,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_416c54534e66496a7354725249525f7a556f36545432524a496843,Pharmacie de nuit Fatma Feki Mnif,"Km 6 Route de Bizerte, Ariana 2094, Tunisia",36.859191,10.1164702,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_417a4d7536713845385077524968344c487a756d4737744a496843,Night Pharmacy,"V682+2RM, Ariana, Tunisia",36.8650891,10.2020398,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_4933424d676f7441757a69524968344c444b66677135534a496843,Pharmacie Gattoufi Riadh El Andalous Ariana,"118 Impasse Ibn Khaldoun، Ariana 2080, Tunisia",36.8782374,10.1784902,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_495645516651456a694a36524968344c4c6b61414159654a496843,Pharmacie de nuit,55 Av. Fethi Zouhir Ariana Tunisia,36.8793585,10.1854167,TRUE,0,Monday,17,81,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,65,50,30,25,20,15,20,10,10
ven_495645516651456a694a36524968344c4c6b61414159654a496843,Pharmacie de nuit,55 Av. Fethi Zouhir Ariana Tunisia,36.8793585,10.1854167,TRUE,1,Tuesday,14,61,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,50,40,30,25,20,15,10,10,15
ven_495645516651456a694a36524968344c4c6b61414159654a496843,Pharmacie de nuit,55 Av. Fethi Zouhir Ariana Tunisia,36.8793585,10.1854167,TRUE,2,Wednesday,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,85,100,80,60,40,20,10,5,5,10,15
ven_495645516651456a694a36524968344c4c6b61414159654a496843,Pharmacie de nuit,55 Av. Fethi Zouhir Ariana Tunisia,36.8793585,10.1854167,TRUE,3,Thursday,19,86,0,0,0,0,0,0,0,0,0,0,0,0,0,80,85,75,55,45,25,20,15,15,15,20
ven_495645516651456a694a36524968344c4c6b61414159654a496843,Pharmacie de nuit,55 Av. Fethi Zouhir Ariana Tunisia,36.8793585,10.1854167,TRUE,4,Friday,15,67,0,0,0,0,0,0,0,0,0,0,0,0,0,55,65,65,45,30,15,15,15,15,15,15
ven_495645516651456a694a36524968344c4c6b61414159654a496843,Pharmacie de nuit,55 Av. Fethi Zouhir Ariana Tunisia,36.8793585,10.1854167,TRUE,5,Saturday,16,69,0,0,0,0,0,0,0,0,0,0,0,0,0,45,70,65,55,35,25,20,20,15,15,10
ven_495645516651456a694a36524968344c4c6b61414159654a496843,Pharmacie de nuit,55 Av. Fethi Zouhir Ariana Tunisia,36.8793585,10.1854167,TRUE,6,Sunday,19,77,10,15,20,0,0,0,0,0,0,0,0,0,0,70,75,65,40,25,20,15,20,25,25,25
ven_4d4d694351524a367736305249525f304162445a6d34684a496843,Pharmacie du Centre Kobbi Ariana,"60 Av. Habib Bourguiba, Ariana, Tunisia",36.8496161,10.1826582,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_4d67753539633533517446524968343161572d387778564a496843,Night Pharmacy,"V7G9+M7F, 63 Av. Fattouma Bourguiba, Ariana 2063, Tunisia",36.8766518,10.2682301,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_514e394b6e33645930434d524968344b443972644534614a496843,Kamoun Soukra Pharmacy,"87 Av. de l'UMA, Tunisia",36.8665751,10.2213342,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_595477424f5738386b6a325249525f7a346b685a4166454a496843,Night Pharmacy,"Av. Hédi Nouira, Ariana 2080, Tunisia",36.8559869,10.1563656,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_595572303032706a55746b5249525f7a674f6134415a5f4a496843,Karai Night Pharmacy,"12 Avenue Abdelaziz AL SAOUD, Tunis 2092, Tunisia",36.8419999,10.1637068,TRUE,0,Monday,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,60,70,65,45,45,40,35,30,35,80,65
ven_595572303032706a55746b5249525f7a674f6134415a5f4a496843,Karai Night Pharmacy,"12 Avenue Abdelaziz AL SAOUD, Tunis 2092, Tunisia",36.8419999,10.1637068,TRUE,1,Tuesday,19,59,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,45,45,45,45,30,45,60,30,30
ven_595572303032706a55746b5249525f7a674f6134415a5f4a496843,Karai Night Pharmacy,"12 Avenue Abdelaziz AL SAOUD, Tunis 2092, Tunisia",36.8419999,10.1637068,TRUE,2,Wednesday,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,40,65,100,85,70,45,50,50,35,35,35
ven_595572303032706a55746b5249525f7a674f6134415a5f4a496843,Karai Night Pharmacy,"12 Avenue Abdelaziz AL SAOUD, Tunis 2092, Tunisia",36.8419999,10.1637068,TRUE,3,Thursday,27,82,0,0,0,0,0,0,0,0,0,0,0,0,0,65,60,70,80,65,65,50,40,35,60,50
ven_595572303032706a55746b5249525f7a674f6134415a5f4a496843,Karai Night Pharmacy,"12 Avenue Abdelaziz AL SAOUD, Tunis 2092, Tunisia",36.8419999,10.1637068,TRUE,4,Friday,21,65,0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,55,45,40,40,50,65,65,30,30
ven_595572303032706a55746b5249525f7a674f6134415a5f4a496843,Karai Night Pharmacy,"12 Avenue Abdelaziz AL SAOUD, Tunis 2092, Tunisia",36.8419999,10.1637068,TRUE,5,Saturday,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,50,55,55,40,40,30,30,30,30
ven_595572303032706a55746b5249525f7a674f6134415a5f4a496843,Karai Night Pharmacy,"12 Avenue Abdelaziz AL SAOUD, Tunis 2092, Tunisia",36.8419999,10.1637068,TRUE,6,Sunday,21,46,35,35,30,0,0,0,0,0,0,0,0,0,0,35,30,40,30,40,40,45,40,30,45,35
ven_59713858727239724946595249525f313436495062646a4a496843,Ariana Night Pharmacy,"V53P+XWC, Av. Habib Bourguiba, Tunis, Tunisia",36.8549488,10.1872781,TRUE,0,Monday,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100,90,60,35,25,20,15,15,15,15
ven_59713858727239724946595249525f313436495062646a4a496843,Ariana Night Pharmacy,"V53P+XWC, Av. Habib Bourguiba, Tunis, Tunisia",36.8549488,10.1872781,TRUE,1,Tuesday,18,97,0,0,0,0,0,0,0,0,0,0,0,0,0,55,85,95,80,50,20,10,10,15,10,10
ven_59713858727239724946595249525f313436495062646a4a496843,Ariana Night Pharmacy,"V53P+XWC, Av. Habib Bourguiba, Tunis, Tunisia",36.8549488,10.1872781,TRUE,2,Wednesday,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,50,80,80,70,45,25,10,5,5,15,10
ven_59713858727239724946595249525f313436495062646a4a496843,Ariana Night Pharmacy,"V53P+XWC, Av. Habib Bourguiba, Tunis, Tunisia",36.8549488,10.1872781,TRUE,3,Thursday,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,50,35,25,20,20,25,20,15,20
ven_59713858727239724946595249525f313436495062646a4a496843,Ariana Night Pharmacy,"V53P+XWC, Av. Habib Bourguiba, Tunis, Tunisia",36.8549488,10.1872781,TRUE,4,Friday,17,79,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,80,75,55,30,20,10,15,10,10
ven_59713858727239724946595249525f313436495062646a4a496843,Ariana Night Pharmacy,"V53P+XWC, Av. Habib Bourguiba, Tunis, Tunisia",36.8549488,10.1872781,TRUE,5,Saturday,18,88,0,0,0,0,0,0,0,0,0,0,0,0,0,65,90,90,70,45,30,15,10,5,10,10
ven_59713858727239724946595249525f313436495062646a4a496843,Ariana Night Pharmacy,"V53P+XWC, Av. Habib Bourguiba, Tunis, Tunisia",36.8549488,10.1872781,TRUE,6,Sunday,18,86,15,15,20,0,0,0,0,0,0,0,0,0,0,70,85,75,45,30,20,15,15,10,5,15
ven_6b67377933776c764d4653524968344c624868307355754a496843,Pharmacie de Nuit Jihene Dziri Ghroubi,V5XJ+J8Q Unnamed Road Cebalat Tunisia,36.8990914,10.180846,TRUE,0,Monday,8,30,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,20,30,40
ven_6b67377933776c764d4653524968344c624868307355754a496843,Pharmacie de Nuit Jihene Dziri Ghroubi,V5XJ+J8Q Unnamed Road Cebalat Tunisia,36.8990914,10.180846,TRUE,1,Tuesday,14,85,35,30,0,0,0,0,0,0,0,0,0,0,0,0,80,85,65,40,0,0,0,0,0,0
ven_6b67377933776c764d4653524968344c624868307355754a496843,Pharmacie de Nuit Jihene Dziri Ghroubi,V5XJ+J8Q Unnamed Road Cebalat Tunisia,36.8990914,10.180846,TRUE,2,Wednesday,76,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,80,70,60,40,25,15,10,20,20
ven_6b67377933776c764d4653524968344c624868307355754a496843,Pharmacie de Nuit Jihene Dziri Ghroubi,V5XJ+J8Q Unnamed Road Cebalat Tunisia,36.8990914,10.180846,TRUE,3,Thursday,46,100,30,40,45,45,45,35,35,30,25,25,25,40,70,95,100,95,80,70,45,25,20,20,25,25
ven_6b67377933776c764d4653524968344c624868307355754a496843,Pharmacie de Nuit Jihene Dziri Ghroubi,V5XJ+J8Q Unnamed Road Cebalat Tunisia,36.8990914,10.180846,TRUE,4,Friday,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,60,35,15,20,25,30,10,10
ven_6b67377933776c764d4653524968344c624868307355754a496843,Pharmacie de Nuit Jihene Dziri Ghroubi,V5XJ+J8Q Unnamed Road Cebalat Tunisia,36.8990914,10.180846,TRUE,5,Saturday,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,55,40,25,25,20,15,10,15
ven_6b67377933776c764d4653524968344c624868307355754a496843,Pharmacie de Nuit Jihene Dziri Ghroubi,V5XJ+J8Q Unnamed Road Cebalat Tunisia,36.8990914,10.180846,TRUE,6,Sunday,14,45,25,45,0,0,0,0,0,0,0,0,0,0,0,0,35,40,35,40,30,25,15,5,20,15
ven_6f58724642516b74484179524968344c545152667958374a496843,Pharmacie Mustapha MRAD,Av. Ali Belahouane Ariana 2080 Tunisia,36.8619298,10.1868475,TRUE,0,Monday,72,100,0,0,50,55,70,80,75,80,90,100,75,75,45,35,0,0,0,0,0,0,0,0,0,0
ven_6f58724642516b74484179524968344c545152667958374a496843,Pharmacie Mustapha MRAD,Av. Ali Belahouane Ariana 2080 Tunisia,36.8619298,10.1868475,TRUE,1,Tuesday,63,96,0,0,40,45,55,55,45,50,65,75,95,90,75,55,0,0,0,0,0,0,0,0,0,0
ven_6f58724642516b74484179524968344c545152667958374a496843,Pharmacie Mustapha MRAD,Av. Ali Belahouane Ariana 2080 Tunisia,36.8619298,10.1868475,TRUE,2,Wednesday,55,65,0,0,45,45,40,50,50,60,65,60,60,60,60,40,0,0,0,0,0,0,0,0,0,0
ven_6f58724642516b74484179524968344c545152667958374a496843,Pharmacie Mustapha MRAD,Av. Ali Belahouane Ariana 2080 Tunisia,36.8619298,10.1868475,TRUE,3,Thursday,61,88,0,0,55,65,60,55,55,45,55,70,90,75,55,40,0,0,0,0,0,0,0,0,0,0
ven_6f58724642516b74484179524968344c545152667958374a496843,Pharmacie Mustapha MRAD,Av. Ali Belahouane Ariana 2080 Tunisia,36.8619298,10.1868475,TRUE,4,Friday,64,73,0,0,45,60,70,70,55,55,60,75,75,70,70,50,0,0,0,0,0,0,0,0,0,0
ven_6f58724642516b74484179524968344c545152667958374a496843,Pharmacie Mustapha MRAD,Av. Ali Belahouane Ariana 2080 Tunisia,36.8619298,10.1868475,TRUE,5,Saturday,37,61,0,0,40,55,60,50,50,40,20,10,10,25,40,50,0,0,0,0,0,0,0,0,0,0
ven_6f58724642516b74484179524968344c545152667958374a496843,Pharmacie Mustapha MRAD,Av. Ali Belahouane Ariana 2080 Tunisia,36.8619298,10.1868475,TRUE,6,Sunday,40,69,0,0,20,35,40,40,25,30,40,55,70,50,40,25,0,0,0,0,0,0,0,0,0,0
ven_7361693262394877624569524968344c486a48416663704a496843,Pharmacie BEN HAFAIEDH HASSEN,"42 rue Abderrahmen Mami، أريانة 2073, Tunisia",36.8697622,10.2009488,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_775671415372386c4855625249525f79594f58524c61484a496843,Hafedh Atallah Night Pharmacy,"R4R8+3JJ, Tunis, Tunisia",36.8402154,10.1165286,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,TRUE,0,Monday,26,92,0,0,0,0,0,0,0,0,0,0,0,0,0,80,90,90,85,65,45,30,30,35,40,45
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,TRUE,1,Tuesday,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,75,65,50,40,40,40,50,35,50
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,TRUE,2,Wednesday,16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,50,60,70,60,50,30,15,15,30,10,10
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,TRUE,3,Thursday,27,84,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,75,70,55,50,45,40,30,70,50
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,TRUE,4,Friday,28,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,70,90,100,70,50,50,55,35,30
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,TRUE,5,Saturday,22,72,0,0,0,0,0,0,0,0,0,0,0,0,0,30,55,70,70,60,50,40,35,30,30,45
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,TRUE,6,Sunday,24,76,50,35,50,0,0,0,0,0,0,0,0,0,0,75,60,50,50,35,30,25,30,20,45,25
ven_3862787541576551774451524952563752676e4e69784b4a496843,Pharmacie de Nuit metouia (WIEM GAIED EP HASSINE ),P15 Avenue Habib Bourguiba Métouia 6010 Tunisia,33.9594994,10.0004322,TRUE,0,Monday,50,88,50,65,65,40,25,15,25,35,60,60,60,70,75,90,65,65,40,40,40,45,45,60,15,50
ven_3862787541576551774451524952563752676e4e69784b4a496843,Pharmacie de Nuit metouia (WIEM GAIED EP HASSINE ),P15 Avenue Habib Bourguiba Métouia 6010 Tunisia,33.9594994,10.0004322,TRUE,1,Tuesday,44,70,65,70,35,15,5,30,40,65,60,65,45,60,60,45,60,50,60,60,40,25,5,10,35,50
ven_3862787541576551774451524952563752676e4e69784b4a496843,Pharmacie de Nuit metouia (WIEM GAIED EP HASSINE ),P15 Avenue Habib Bourguiba Métouia 6010 Tunisia,33.9594994,10.0004322,TRUE,2,Wednesday,45,100,40,50,45,35,30,25,10,10,25,35,70,60,60,50,35,35,45,45,40,45,50,50,90,100
ven_3862787541576551774451524952563752676e4e69784b4a496843,Pharmacie de Nuit metouia (WIEM GAIED EP HASSINE ),P15 Avenue Habib Bourguiba Métouia 6010 Tunisia,33.9594994,10.0004322,TRUE,3,Thursday,37,88,90,75,60,40,40,25,25,30,35,35,50,50,60,40,40,40,25,5,5,5,30,50,10,30
ven_3862787541576551774451524952563752676e4e69784b4a496843,Pharmacie de Nuit metouia (WIEM GAIED EP HASSINE ),P15 Avenue Habib Bourguiba Métouia 6010 Tunisia,33.9594994,10.0004322,TRUE,4,Friday,31,82,45,45,45,50,50,80,65,50,45,30,15,25,25,5,5,25,25,5,0,10,10,5,35,40
ven_3862787541576551774451524952563752676e4e69784b4a496843,Pharmacie de Nuit metouia (WIEM GAIED EP HASSINE ),P15 Avenue Habib Bourguiba Métouia 6010 Tunisia,33.9594994,10.0004322,TRUE,5,Saturday,38,88,45,50,50,40,35,30,45,45,65,40,30,35,30,15,5,10,40,90,75,60,30,25,10,5
ven_3862787541576551774451524952563752676e4e69784b4a496843,Pharmacie de Nuit metouia (WIEM GAIED EP HASSINE ),P15 Avenue Habib Bourguiba Métouia 6010 Tunisia,33.9594994,10.0004322,TRUE,6,Sunday,25,58,15,25,25,40,50,45,35,35,25,5,5,5,0,5,15,30,30,25,10,15,35,25,60,50
ven_386e65422d6338746d3136524952567664736c6276324f4a496843,Pharmacie JAMEL BECHRAOUI,"V4M2+JR6, Gabes, Tunisia",33.8840464,10.1020102,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_41317530312d65304e61615249525676394d474c7a514e4a496843,صيدليّة عبدالعزيز بوشريكة,"V3JW+4C2, Boulevard Mohammed Ali, Gabes, Tunisia",33.8802719,10.0960198,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_41476f2d5651454e47424f524952563668376f7a55554e4a496843,Amorri Zied Pharmacie de nuit Ghannouche,"Rue Habib bourguba, Ghannouch, Tunisia",33.9397415,10.065102,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_41736b69427a59597364384668455674356c55697a48646b67454b5168474c4152427632455f5651684d375759444b6f414a36596949,تونس,"VGPP+QX9, El Hamma, Tunisia",33.886917,9.537499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_494f3369504665723161645249525676647152336d354a4a496843,Pharmacie De Nuit Teboulbou,"R4X6+MJX, Teboulbou, Tunisia",33.8492499,10.1115944,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_4d6a486e6c5569534165595249525f7a51717a6c61774a4a496843,Night Pharmacy,"R46R+6CF, Av. Habib Bourguiba, Tunis, Tunisia",36.8105689,10.1410414,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_517530745653414851793352495256767042676b30554f4a496843,Pharmacie,Cité des infirmiers (à coté de Tasty Lounge Gabès 6014 Tunisia,33.888077,10.0975221,TRUE,0,Monday,41,66,0,0,60,55,65,60,45,35,25,25,20,35,55,25,25,0,0,0,0,0,0,0,0,0
ven_517530745653414851793352495256767042676b30554f4a496843,Pharmacie,Cité des infirmiers (à coté de Tasty Lounge Gabès 6014 Tunisia,33.888077,10.0975221,TRUE,1,Tuesday,32,53,0,0,20,20,25,45,55,55,40,35,25,35,40,25,5,0,0,0,0,0,0,0,0,0
ven_517530745653414851793352495256767042676b30554f4a496843,Pharmacie,Cité des infirmiers (à coté de Tasty Lounge Gabès 6014 Tunisia,33.888077,10.0975221,TRUE,2,Wednesday,38,73,0,0,20,5,20,40,75,60,60,25,25,35,55,40,35,0,0,0,0,0,0,0,0,0
ven_517530745653414851793352495256767042676b30554f4a496843,Pharmacie,Cité des infirmiers (à coté de Tasty Lounge Gabès 6014 Tunisia,33.888077,10.0975221,TRUE,3,Thursday,32,53,0,0,55,45,35,20,20,25,25,55,55,25,15,25,20,0,0,0,0,0,0,0,0,0
ven_517530745653414851793352495256767042676b30554f4a496843,Pharmacie,Cité des infirmiers (à coté de Tasty Lounge Gabès 6014 Tunisia,33.888077,10.0975221,TRUE,4,Friday,38,100,0,0,100,65,40,15,15,15,5,20,40,55,45,35,45,0,0,0,0,0,0,0,0,0
ven_517530745653414851793352495256767042676b30554f4a496843,Pharmacie,Cité des infirmiers (à coté de Tasty Lounge Gabès 6014 Tunisia,33.888077,10.0975221,TRUE,5,Saturday,41,86,0,0,0,5,35,40,55,40,20,25,40,60,65,65,85,0,0,0,0,0,0,0,0,0
ven_517530745653414851793352495256767042676b30554f4a496843,Pharmacie,Cité des infirmiers (à coté de Tasty Lounge Gabès 6014 Tunisia,33.888077,10.0975221,TRUE,6,Sunday,42,86,0,0,45,35,55,35,25,35,40,20,15,25,60,75,85,0,0,0,0,0,0,0,0,0
ven_59587a794944662d775f7a52495256756845776b7531324a496843,Pharmacie MOHAMED FAIEZ MOKHTAR,"V465+C29, Av. Abou El Kacem Chebbi, Teboulbou 6011, Tunisia",33.8610447,10.1076107,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_596b69495a614b4e46474652495256785a324c526f2d4c4a496843,Pharmacie de nuit Asma Thabti,Avenue Habib Bourguiba Chenini -6042 Gabes Gabes 6042 Tunisia,33.8666324,10.0618598,TRUE,0,Monday,20,68,0,0,0,0,0,0,0,0,0,0,0,0,0,70,55,45,40,30,25,45,65,45,25,15
ven_596b69495a614b4e46474652495256785a324c526f2d4c4a496843,Pharmacie de nuit Asma Thabti,Avenue Habib Bourguiba Chenini -6042 Gabes Gabes 6042 Tunisia,33.8666324,10.0618598,TRUE,1,Tuesday,24,73,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,75,65,65,65,55,50,30,25,15
